Id,nombre,id_area,tipo_formación,id_nivel
340,INGENIERÍA EN RECURSOS NATURALES RENOVABLES,9,Tercer Nivel,2
341,INGENIERÍA EN RECURSOS NATURALES Y AMBIENTALES,9,Tercer Nivel,2
342,INGENIERÍA EN REDES Y TELECOMUNICACIONES,7,Tercer Nivel,2
343,INGENIERÍA EN SEGURIDAD INDUSTRIAL Y SALUD OCUPACIONAL,7,Tercer Nivel,2
344,INGENIERÍA EN SEGURIDAD Y SALUD OCUPACIONAL,9,Tercer Nivel,2
345,INGENIERÍA EN SISTEMAS,10,Tercer Nivel,2
346,INGENIERÍA EN SISTEMAS ADMINISTRATIVOS COMPUTARIZADOS,1,Tercer Nivel,2
347,INGENIERÍA EN SISTEMAS COMPUTACIONALES,10,Tercer Nivel,2
348,INGENIERÍA EN SISTEMAS COMPUTACIONALES E INFORMÁTICOS,10,Tercer Nivel,2
349,INGENIERÍA EN SISTEMAS DE CALIDAD Y EMPRENDIMIENTO,10,Tercer Nivel,2
350,INGENIERÍA EN SISTEMAS DE COMPUTACIÓN E INFORMÁTICA,10,Tercer Nivel,2
351,INGENIERÍA EN SISTEMAS ÉNFASIS ADMINISTRACIÓN DE REDES,10,Tercer Nivel,2
352,INGENIERÍA EN SISTEMAS ÉNFASIS SISTEMAS,10,Tercer Nivel,2
353,INGENIERÍA EN SISTEMAS INFORMÁTICOS,10,Tercer Nivel,2
354,INGENIERÍA EN SISTEMAS MENCIÓN ADMINISTRACIÓN DE NUEVAS TECNOLOGÍAS,10,Tercer Nivel,2
355,INGENIERÍA EN SISTEMAS Y COMPUTACIÓN,10,Tercer Nivel,2
356,INGENIERÍA EN SOFTWARE,10,Tercer Nivel,2
357,INGENIERÍA EN TELECOMUNICACIONES,7,Tercer Nivel,2
358,INGENIERÍA EN TELEINFORMÁTICA,10,Tercer Nivel,2
359,INGENIERÍA EN TELEMÁTICA,10,Tercer Nivel,2
360,INGENIERÍA EN TURISMO Y HOTELERÍA,9,Tercer Nivel,2
361,INGENIERÍA EN ZOOTECNIA,2,Tercer Nivel,2
362,INGENIERÍA ESTADÍSTICA,4,Tercer Nivel,2
363,INGENIERÍA FORESTAL,2,Tercer Nivel,2
364,INGENIERÍA GEOGRÁFICA Y DEL MEDIO AMBIENTE,4,Tercer Nivel,2
365,INGENIERÍA GEOLÓGICA,4,Tercer Nivel,2
366,INGENIERÍA HIDRÁULICA,7,Tercer Nivel,2
367,INGENIERÍA INDUSTRIAL,7,Tercer Nivel,2
368,INGENIERÍA INDUSTRIAL Y DE PROCESOS,7,Tercer Nivel,2
369,INGENIERÍA INFORMÁTICA Y CIENCIAS DE LA COMPUTACIÓN,10,Tercer Nivel,2
370,INGENIERÍA MATEMÁTICA,4,Tercer Nivel,2
371,INGENIERÍA MECÁNICA,7,Tercer Nivel,2
372,INGENIERÍA MECÁNICA AUTOMOTRIZ.,7,Tercer Nivel,2
373,INGENIERÍA MECÁNICA EN DISEÑO Y MATERIALES,7,Tercer Nivel,2
374,INGENIERÍA MECÁNICA EN ENERGÍA Y CONTROL,7,Tercer Nivel,2
375,INGENIERÍA MECATRÓNICA,10,Tercer Nivel,2
376,INGENIERÍA NAVAL,7,Tercer Nivel,2
377,INGENIERÍA QUÍMICA,4,Tercer Nivel,2
378,INGENIERÍA QUÍMICA INDUSTRIAL,7,Tercer Nivel,2
379,INGENIERÍA ZOOTÉCNICA,2,Tercer Nivel,2
380,INTERACTIVIDAD MULTIMEDIA,10,Tercer Nivel,2
381,JURISPRUDENCIA,1,Tercer Nivel,2
382,LABORATORIO CLÍNICO,8,Tercer Nivel,2
383,LABORATORIO CLÍNICO E HISTOPATOLÓGICO,8,Tercer Nivel,2
384,LABORATORIO CLÍNICO E HISTOTECNOLÓGICO,8,Tercer Nivel,2
385,LENGUA Y LITERATURA INGLESA O FRANCESA O ITALIANA O ALEMANA,6,Tercer Nivel,2
386,LICENCIATURA EN ADMINISTRACIÓN DE LA ALTA COCINA,1,Tercer Nivel,2
387,LICENCIATURA EN ARTE TEATRAL,3,Tercer Nivel,2
388,LICENCIATURA EN ARTES PLASTICAS,3,Tercer Nivel,2
389,LICENCIATURA EN ASISTENCIA EJECUTIVA DE GERENCIA,1,Tercer Nivel,2
390,LICENCIATURA EN CIENCIAS DE LA COMUNICACIÓN SOCIAL,5,Tercer Nivel,2
391,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN MENCIÓN CULTURA FÍSICA,6,Tercer Nivel,2
392,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN MENCIÓN EDUCACIÓN INICIAL,6,Tercer Nivel,2
393,LICENCIATURA EN CIENCIAS MILITARES,1,Tercer Nivel,2
394,LICENCIATURA EN CIENCIAS POLICIALES Y SEGURIDAD CIUDADANA,5,Tercer Nivel,2
395,LICENCIATURA EN COMUNICACIÓN ÉNFASIS COMUNICACIÓN EMPRESARIAL,5,Tercer Nivel,2
396,LICENCIATURA EN COMUNICACIÓN ÉNFASIS PUBLICIDAD,5,Tercer Nivel,2
397,LICENCIATURA EN COMUNICACIÓN ÉNFASIS RELACIONES PUBLICAS,5,Tercer Nivel,2
398,LICENCIATURA EN COMUNICACIÓN SOCIAL,5,Tercer Nivel,2
399,LICENCIATURA EN CULTURA TRADICIONAL DE LA SALUD,8,Tercer Nivel,2
400,LICENCIATURA EN DESARROLLO DEL TALENTO INFANTIL,5,Tercer Nivel,2
401,LICENCIATURA EN DISEÑO DE INTERIORES,3,Tercer Nivel,2
402,LICENCIATURA EN DISEÑO GRAFICO,3,Tercer Nivel,2
403,LICENCIATURA EN DISEÑO GRÁFICO Y PUBLICIDAD,3,Tercer Nivel,2
404,LICENCIATURA EN DISEÑO WEB Y APLICACIONES MULTIMEDIA,3,Tercer Nivel,2
405,LICENCIATURA EN DISEÑO Y PRODUCCIÓN DE VESTUARIO,3,Tercer Nivel,2
406,LICENCIATURA EN DISEÑO Y PUBLICIDAD,3,Tercer Nivel,2
407,LICENCIATURA EN ECOLOGÍA MARINA,2,Tercer Nivel,2
408,LICENCIATURA EN ENFERMERÍA,8,Tercer Nivel,2
409,LICENCIATURA EN FILOSOFÍA,3,Tercer Nivel,2
410,LICENCIATURA EN FRANCISCANISMO,3,Tercer Nivel,2
411,LICENCIATURA EN GÉNERO Y DESARROLLO,5,Tercer Nivel,2
412,LICENCIATURA EN GESTIÓN EMPRESARIAL,1,Tercer Nivel,2
413,LICENCIATURA EN GOBERNABILIDAD Y TERRITORIALIDAD EN ORGANISMOS SECCIONALES,5,Tercer Nivel,2
414,LICENCIATURA EN GUÍA DE TURISMO NACIONAL,9,Tercer Nivel,2
415,LICENCIATURA EN INSTRUMENTO PRINCIPAL,3,Tercer Nivel,2
416,LICENCIATURA EN NUTRICIÓN,8,Tercer Nivel,2
417,LICENCIATURA EN NUTRICIÓN HUMANA,8,Tercer Nivel,2
418,LICENCIATURA EN NUTRICIÓN Y SALUD COMUNITARIA,8,Tercer Nivel,2
419,LICENCIATURA EN PROMOCIÓN Y CUIDADOS DE LA SALUD,8,Tercer Nivel,2
420,LICENCIATURA EN PSICOLOGÍA EDUCATIVA ORIENTACIÓN VOCACIONAL Y FAMILIAR,5,Tercer Nivel,2
421,LICENCIATURA EN REDES Y SISTEMAS OPERATIVOS,10,Tercer Nivel,2
422,LICENCIATURA EN SECRETARIADO EJECUTIVO EN ESPAÑOL,1,Tercer Nivel,2
423,LICENCIATURA EN SISTEMAS DE INFORMACIÓN,10,Tercer Nivel,2
424,LICENCIATURA EN TEOLOGÍA,3,Tercer Nivel,2
425,LICENCIATURA EN TERAPIA FÍSICA MEDICA,8,Tercer Nivel,2
426,LICENCIATURA EN TERAPIA RESPIRATORIA,8,Tercer Nivel,2
427,LICENCIATURA EN TURISMO,9,Tercer Nivel,2
428,LINGÜÍSTICA APLICADA CON MENCIÓN EN TRADUCCIÓN,3,Tercer Nivel,2
429,LITERATURA,3,Tercer Nivel,2
430,LITERATURA Y ESPAÑOL,6,Tercer Nivel,2
431,LOGÍSTICA Y TRANSPORTE,4,Tercer Nivel,2
432,MANTENIMIENTO INDUSTRIAL,7,Tercer Nivel,2
433,MARKETING,1,Tercer Nivel,2
434,MARKETING Y NEGOCIACIÓN COMERCIAL,1,Tercer Nivel,2
435,MARKETING Y PUBLICIDAD,1,Tercer Nivel,2
436,MATEMÁTICA,4,Tercer Nivel,2
437,MATERIALES,7,Tercer Nivel,2
438,MECÁNICA,7,Tercer Nivel,2
439,MECATRÓNICA,7,Tercer Nivel,2
440,MEDICINA,8,Tercer Nivel,2
441,MEDICINA HUMANA,8,Tercer Nivel,2
442,MEDICINA VETERINARIA,2,Tercer Nivel,2
443,MEDICINA VETERINARIA Y ZOOTECNIA,2,Tercer Nivel,2
444,MEDICINA Y CIRUGÍA,8,Tercer Nivel,2
445,MERCADOTECNIA,1,Tercer Nivel,2
446,MICROBIOLOGÍA,4,Tercer Nivel,2
447,MINAS,7,Tercer Nivel,2
448,MULTILINGÜE EN NEGOCIOS Y RELACIONES INTERNACIONALES,3,Tercer Nivel,2
449,MULTIMEDIA Y PRODUCCIÓN AUDIOVISUAL MENCIÓN ANIMACIÓN INTERACTIVA,3,Tercer Nivel,2
450,MULTIMEDIA Y PRODUCCIÓN AUDIOVISUAL MENCIÓN PRODUCCIÓN AUDIOVISUAL,3,Tercer Nivel,2
451,MULTIMEDIA Y PRODUCCIÓN AUDIOVISUAL MENCIÓN PRODUCCIÓN AUDIOVISUAL Y ANIMACIÓN INTERACTIVA,3,Tercer Nivel,2
452,MÚSICA,3,Tercer Nivel,2
453,NANOTECNOLOGÍA,7,Tercer Nivel,2
454,NEGOCIOS INTERNACIONALES,1,Tercer Nivel,2
455,NEGOCIOS Y MARKETING DEPORTIVO,1,Tercer Nivel,2
456,NUTRICIÓN DIETÉTICA Y ESTÉTICA,8,Tercer Nivel,2
457,NUTRICIÓN HUMANA,8,Tercer Nivel,2
458,NUTRICIÓN Y DIETÉTICA,8,Tercer Nivel,2
459,NUTRIOLOGÍA,8,Tercer Nivel,2
460,OBSTETRICIA,8,Tercer Nivel,2
461,OCEANOGRAFÍA,4,Tercer Nivel,2
462,ODONTOLOGÍA,8,Tercer Nivel,2
463,OPTOMETRÍA,8,Tercer Nivel,2
464,ORGANIZACIÓN DE EMPRESAS,1,Tercer Nivel,2
465,ORIENTACIÓN FAMILIAR,8,Tercer Nivel,2
466,PECUARIA,2,Tercer Nivel,2
467,PEDAGOGÍA,6,Tercer Nivel,2
468,PEDAGOGÍA DE LA ACTIVIDAD FÍSICA Y DEPORTE,6,Tercer Nivel,2
469,PEDAGOGÍA DE LA HISTORIA Y LAS CIENCIAS SOCIALES,6,Tercer Nivel,2
470,PEDAGOGÍA DE LA LENGUA Y LA LITERATURA,6,Tercer Nivel,2
471,PEDAGOGÍA DE LAS ARTES Y LAS HUMANIDADES,6,Tercer Nivel,2
472,PEDAGOGÍA DE LAS CIENCIAS EXPERIMENTALES,6,Tercer Nivel,2
473,PEDAGOGÍA DE LOS IDIOMAS NACIONALES Y EXTRANJEROS,6,Tercer Nivel,2
474,PEDAGOGÍA EN CIENCIAS EXPERIMENTALES,6,Tercer Nivel,2
475,PEDAGOGÍA MUSICAL,6,Tercer Nivel,2
476,PERIODISMO,5,Tercer Nivel,2
477,PERIODISMO CON MENCIÓN EN CIENCIAS POLÍTICAS,5,Tercer Nivel,2
478,PERIODISMO DEPORTIVO,5,Tercer Nivel,2
479,PERIODISMO INTERNACIONAL,5,Tercer Nivel,2
480,PETRÓLEOS,7,Tercer Nivel,2
481,PETROQUÍMICA,7,Tercer Nivel,2
482,PLANIFICACIÓN TURÍSTICA ÉNFASIS OPERACIÓN TURÍSTICA,1,Tercer Nivel,2
483,POLÍMEROS,7,Tercer Nivel,2
484,POLÍTICA,5,Tercer Nivel,2
485,PRODUCCIÓN DE TELEVISIÓN Y MULTIMEDIA,3,Tercer Nivel,2
486,PRODUCCIÓN MUSICAL,3,Tercer Nivel,2
487,PRODUCCIÓN PARA MEDIOS DE COMUNICACIÓN,3,Tercer Nivel,2
488,PRODUCCIÓN Y DIRECCIÓN EN ARTES AUDIOVISUALES,5,Tercer Nivel,2
489,PRODUCCIÓN Y DIRECCIÓN EN ARTES MULTIMEDIA,3,Tercer Nivel,2
490,PSICOLOGÍA,5,Tercer Nivel,2
491,PSICOLOGÍA CLÍNICA,5,Tercer Nivel,2
492,PSICOLOGÍA DEL TRABAJO,5,Tercer Nivel,2
493,PSICOLOGÍA EDUCATIVA,5,Tercer Nivel,2
494,PSICOLOGÍA EDUCATIVA TERAPÉUTICA,5,Tercer Nivel,2
495,PSICOLOGÍA EDUCATIVA Y ORIENTACIÓN,5,Tercer Nivel,2
496,PSICOLOGÍA INDUSTRIAL,5,Tercer Nivel,2
497,PSICOLOGÍA INFANTIL Y EDUCACIÓN PARVULARIA,5,Tercer Nivel,2
498,PSICOLOGÍA INFANTIL Y PSICORREHABILITACIÓN,5,Tercer Nivel,2
499,PSICOLOGÍA LABORAL Y EMPRESARIAL,5,Tercer Nivel,2
500,PSICOLOGÍA MENCIÓN CLÍNICO,5,Tercer Nivel,2
501,PSICOLOGÍA MENCIÓN ORGANIZACIONAL,5,Tercer Nivel,2
502,PSICOLOGÍA ORGANIZACIONAL,5,Tercer Nivel,2
503,PSICOLOGÍA SOCIAL,5,Tercer Nivel,2
504,PSICOPEDAGOGÍA,6,Tercer Nivel,2
505,PSICORREHABILITACIÓN Y EDUCACIÓN ESPECIAL,5,Tercer Nivel,2
506,PUBLICIDAD,3,Tercer Nivel,2
507,PUBLICIDAD Y GESTIÓN,3,Tercer Nivel,2
508,PUBLICIDAD Y MERCADOTECNIA,3,Tercer Nivel,2
509,QUÍMICA,4,Tercer Nivel,2
510,QUÍMICA DE ALIMENTOS,7,Tercer Nivel,2
511,QUÍMICA FARMACÉUTICA,8,Tercer Nivel,2
512,RADIOLOGÍA,8,Tercer Nivel,2
513,RADIOLOGÍA E IMAGENOLOGÍA,8,Tercer Nivel,2
514,RECURSOS NATURALES RENOVABLES,4,Tercer Nivel,2
515,RELACIONES INTERNACIONALES,5,Tercer Nivel,2
516,RELACIONES PUBLICAS,1,Tercer Nivel,2
517,RELACIONES PUBLICAS Y COMUNICACIÓN ORGANIZACIONAL,5,Tercer Nivel,2
518,RESTAURACIÓN Y MUSEOLOGÍA,3,Tercer Nivel,2
519,SECRETARIADO BILINGÜE,1,Tercer Nivel,2
520,SECRETARIADO EJECUTIVO,1,Tercer Nivel,2
521,SECRETARIADO EJECUTIVO BILINGÜE,1,Tercer Nivel,2
522,SECRETARIADO EJECUTIVO GERENCIAL,1,Tercer Nivel,2
523,SICOLOGÍA CLÍNICA,5,Tercer Nivel,2
524,SISTEMAS,10,Tercer Nivel,2
525,SISTEMAS DE INFORMACIÓN,10,Tercer Nivel,2
526,SISTEMAS DE INFORMACIÓN GERENCIAL,1,Tercer Nivel,2
527,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN,10,Tercer Nivel,2
528,SISTEMAS Y COMPUTACIÓN,10,Tercer Nivel,2
529,SOCIOLOGÍA,5,Tercer Nivel,2
530,SOCIOLOGÍA CON MENCIÓN EN DESARROLLO,5,Tercer Nivel,2
531,SOCIOLOGÍA CON MENCIÓN EN POLÍTICA,5,Tercer Nivel,2
532,SOCIOLOGÍA CON MENCIÓN EN RELACIONES INTERNACIONALES,5,Tercer Nivel,2
533,SOCIOLOGÍA Y CIENCIAS POLÍTICAS,5,Tercer Nivel,2
534,SOFTWARE,10,Tercer Nivel,2
535,SONIDO Y PRODUCCIÓN MUSICAL DIGITAL,3,Tercer Nivel,2
536,TEATRO,3,Tercer Nivel,2
537,TÉCNICAS AUDIOVISUALES,3,Tercer Nivel,2
538,TECNOLOGÍAS DE LA INFORMACIÓN,10,Tercer Nivel,2
539,TELECOMUNICACIONES,7,Tercer Nivel,2
540,TELEMÁTICA,7,Tercer Nivel,2
541,TEOLOGÍA,3,Tercer Nivel,2
542,TERAPIA DE LENGUAJE,8,Tercer Nivel,2
543,TERAPIA FÍSICA,8,Tercer Nivel,2
544,TERAPIA FÍSICA Y DEPORTIVA,8,Tercer Nivel,2
545,TERAPIA OCUPACIONAL,8,Tercer Nivel,2
546,TERAPIA RESPIRATORIA,8,Tercer Nivel,2
547,TEXTILES,7,Tercer Nivel,2
548,TRABAJO SOCIAL,8,Tercer Nivel,2
549,TRABAJO SOCIAL Y DESARROLLO HUMANO,8,Tercer Nivel,2
550,TRABAJO Y SERVICIO SOCIAL,8,Tercer Nivel,2
551,TRIBUTACIÓN Y FINANZAS,1,Tercer Nivel,2
552,TURISMO,9,Tercer Nivel,2
553,TURISMO ECOLÓGICO,9,Tercer Nivel,2
554,TURISMO HISTÓRICO CULTURAL,9,Tercer Nivel,2
555,TURISMO Y HOTELERÍA,9,Tercer Nivel,2
556,ZOOTECNIA,2,Tercer Nivel,2
557,ACTIVIDAD FÍSICA,9,Maestría Profesional,3
558,AGRONEGOCIOS SOSTENIBLES,1,Maestría Profesional,3
559,ANATOMÍA PATOLÓGICA,8,Especialización,3
560,ANESTESIOLOGÍA,8,Especialización,3
561,ANESTESIOLOGÍA  REANIMACIÓN Y TERAPIA DEL DOLOR,8,Especialización,3
562,CIENCIAS SOCIALES,5,Doctorado,3
